,Z_FFT(f)
343.25,0.002776289
343.5,-0.002521461
343.75,0.001837639
344,-0.002010722
344.25,0.001429507
344.5,0.001217175
344.75,-0.002212021
345,0.001216239
345.25,-0.000800194
345.5,-0.000345706
345.75,0.000769476
346,0.000863623
346.25,-0.000913981
346.5,-4.08185E-05
346.75,0.000322249
347,0.000349179
347.25,-0.001411318
347.5,0.000772381
347.75,-0.000806371
348,0.003115709
348.25,-0.003682313
348.5,0.000679461
348.75,0.000199072
349,0.002477484
349.25,-0.00141533
349.5,-0.001172752
349.75,4.82931E-05
350,0.000846794
350.25,-0.000244635
350.5,-0.000588729
350.75,0.001249451
351,-0.001576259
351.25,0.00138786
351.5,-0.000210159
351.75,-0.002122117
352,0.002916044
352.25,-8.4479E-05
352.5,-0.00189207
352.75,0.001773471
353,-0.001378807
353.25,-0.000273622
353.5,0.00056809
353.75,0.00160062
354,-0.001436863
354.25,-0.000672637
354.5,0.001057149
354.75,-0.000540402
355,0.000241608
355.25,0.000809987
355.5,-0.00148571
355.75,0.000491071
356,0.000246803
356.25,0.000271618
356.5,-0.00068141
356.75,0.000462182
357,2.21186E-06
357.25,-0.000911247
357.5,0.001046861
357.75,-0.00046581
358,0.000635319
358.25,-0.000955246
358.5,0.000449051
358.75,0.000216084
359,0.000570205
359.25,-0.002126095
359.5,0.002329449
359.75,-0.001355498
360,0.000490726
360.25,2.02758E-06
360.5,-0.001311935
360.75,0.002417721
361,-0.000638891
361.25,-0.001864391
361.5,0.001711228
361.75,0.000721566
362,-0.001533834
362.25,0.000914062
362.5,-0.002094438
362.75,0.002321133
363,-0.000603957
363.25,-0.000424076
363.5,-0.000108298
363.75,0.000209542
364,0.000903749
364.25,-0.001324368
364.5,0.000832114
364.75,-9.76004E-05
365,-0.000228084
365.25,0.00025988
365.5,-3.80097E-05
365.75,-0.000687406
366,0.001718627
366.25,-0.001905748
366.5,0.001165506
366.75,2.02693E-05
367,-0.001087102
367.25,0.000740883
367.5,0.000499914
367.75,-0.001093382
368,0.000409935
368.25,0.000457602
368.5,-0.001152866
368.75,0.001906836
369,-0.001873849
369.25,0.001285017
369.5,-0.001102319
369.75,-4.40579E-05
370,0.000888793
370.25,0.000443379
370.5,-0.000457624
370.75,-0.000654573
371,-3.03886E-05
371.25,0.001042748
371.5,-0.00095088
371.75,0.001464809
372,-0.001534599
372.25,0.00110589
372.5,-0.001146126
372.75,-0.000924654
373,0.003024971
373.25,-0.002117281
373.5,0.000632728
373.75,-0.000405326
374,-0.000104932
374.25,-0.00027982
374.5,0.001626312
374.75,-0.001255127
375,0.000323018
375.25,-0.000856716
375.5,0.001576253
375.75,-0.001332902
376,0.001117216
376.25,-0.000409431
376.5,-0.000117286
376.75,8.44438E-05
377,-0.000698638
377.25,0.000957599
377.5,-0.00183703
377.75,0.002341891
378,-0.00107458
378.25,6.25381E-06
378.5,0.002193852
378.75,-0.002417751
379,0.000527535
379.25,-0.000721489
379.5,0.000604928
379.75,0.000313073
380,-0.000982811
380.25,0.001520446
380.5,-0.000956904
380.75,-0.000218098
381,-0.000104541
381.25,0.001573379
381.5,-0.002198839
381.75,0.002007851
382,-0.001693215
382.25,0.001284455
382.5,-0.0022122
382.75,0.001440298
383,0.001624873
383.25,-0.001964844
383.5,0.001445404
383.75,-0.000478386
384,-0.002080111
384.25,0.003010659
384.5,-0.001834397
384.75,0.000177901
385,0.001245298
385.25,-0.000805763
385.5,-0.001076791
385.75,0.002117158
386,-0.00210857
386.25,0.000608687
386.5,0.001187052
386.75,-0.001511922
387,0.000680956
387.25,-4.77932E-05
387.5,-0.001292465
387.75,0.002985218
388,-0.001304529
388.25,-0.001634461
388.5,0.002401873
388.75,-0.001802798
389,0.00013825
389.25,0.001195245
389.5,1.72737E-05
389.75,-0.001242229
390,0.001835389
390.25,-0.002494119
390.5,0.00128103
390.75,-0.000130485
391,-0.000196984
391.25,0.000246883
391.5,0.001382459
391.75,-0.002435218
392,0.000902609
392.25,-0.00019664
392.5,0.001178701
392.75,0.000102929
393,-0.001821506
393.25,0.000804273
393.5,-0.000939104
393.75,0.001336725
394,0.001191518
394.25,-0.001791357
394.5,0.00073969
394.75,-0.0011015
395,-5.53327E-05
395.25,0.001524805
395.5,-0.000768189
395.75,-0.000724408
396,0.001819151
396.25,-0.000855156
396.5,-0.001821943
396.75,0.002991485
397,-0.003039995
397.25,0.002165962
397.5,0.000482822
397.75,-0.002498811
398,0.00364089
398.25,-0.00404588
398.5,0.001575418
398.75,0.000897806
399,-0.000207692
399.25,-0.000223733
399.5,-0.000939851
399.75,0.000379902
400,0.000103034
400.25,0.001965856
400.5,-0.00351784
400.75,0.002548252
401,-0.001006658
401.25,0.001210183
401.5,-0.0024229
401.75,0.001193908
402,0.001570899
402.25,-0.000911752
402.5,-0.000379191
402.75,-3.53235E-05
403,0.0002833
403.25,-0.000267044
403.5,-0.000953224
403.75,0.001671493
404,-0.000110354
404.25,-0.00100729
404.5,0.001168281
404.75,-0.00155892
405,0.0008467
405.25,7.17948E-05
405.5,0.000253146
405.75,-0.000730619
406,0.000367266
406.25,-0.000646827
406.5,0.000548483
406.75,0.001143382
407,-0.00116567
407.25,0.000666095
407.5,-0.001284756
407.75,0.001268955
408,-0.000345964
408.25,-0.000364717
408.5,-0.000261788
408.75,0.00112656
409,-0.001686292
409.25,0.001507277
409.5,7.99593E-05
409.75,-0.000699287
410,-0.000164976
410.25,0.00124893
410.5,-0.000976378
410.75,-0.00159302
411,0.00227474
411.25,-0.000440153
411.5,-0.000254257
411.75,-0.000753172
412,0.000416904
412.25,0.001253096
412.5,-0.001374916
412.75,0.000895144
413,0.000554003
413.25,-0.001586747
413.5,0.001391646
413.75,-0.001982565
414,0.00171927
414.25,-0.000660248
414.5,0.000215859
414.75,3.84289E-05
415,0.000545996
415.25,-0.002174343
415.5,0.004070438
415.75,-0.003962732
416,0.001825133
416.25,-0.00097213
416.5,0.001886734
416.75,-0.002166375
417,0.00137012
417.25,-0.001272861
417.5,-0.000189648
417.75,0.002510816
418,-0.003330052
418.25,0.003046112
418.5,-0.001531389
418.75,0.001462773
419,-0.000434247
419.25,-0.000390653
419.5,-0.001012389
419.75,0.000490981
420,-0.001445785
420.25,0.001856325
420.5,-0.001033856
420.75,0.001432959
421,-0.000883141
421.25,0.000849508
421.5,-0.000811493
421.75,-0.000583968
422,0.001959306
422.25,-0.001955933
422.5,-0.000331103
422.75,0.001605371
423,0.000692607
423.25,-0.00079421
423.5,-0.001819852
423.75,0.002369778
424,-0.001463602
424.25,0.001926529
424.5,-0.002480206
424.75,0.001318812
425,-0.000277888
425.25,-0.001298458
425.5,0.001434188
425.75,0.000693072
426,-0.000448304
426.25,-0.000798151
426.5,0.000969909
426.75,-0.002777312
427,0.003110136
427.25,-0.000321594
427.5,-0.000732022
427.75,0.001159953
428,-0.00146687
428.25,0.001424405
428.5,-0.001865802
428.75,0.002062664
429,-0.001965672
429.25,0.001323051
429.5,-0.001475315
429.75,0.001293523
430,-0.00172123
430.25,0.002369119
430.5,-0.000700817
430.75,-0.000378699
431,0.000975897
431.25,-0.001150198
431.5,0.000702475
431.75,-0.001593306
432,0.000803365
432.25,0.000992592
432.5,0.000719678
432.75,-0.001645155
433,3.07025E-05
433.25,-0.000372377
433.5,0.000624302
433.75,0.00094944
434,-0.000726332
434.25,-0.000708485
434.5,-0.000193275
434.75,0.001010041
435,-0.000596199
435.25,0.001310485
435.5,-0.001863386
435.75,0.002223149
436,-0.003494785
436.25,0.002895858
436.5,-0.001061273
436.75,0.00049315
437,0.001335558
437.25,-0.002982627
437.5,0.003003049
437.75,-0.003495499
438,0.002675465
438.25,-0.000888393
438.5,0.001251693
438.75,-0.002607669
439,0.00318398
439.25,-0.002003643
439.5,-0.000811643
439.75,0.001696976
440,-0.000325208
440.25,-0.000519324
440.5,0.001405675
440.75,-0.002380154
441,0.001146446
441.25,0.00191258
441.5,-0.003495082
441.75,0.003046327
442,-0.001476499
442.25,0.001793541
442.5,-0.006888074
442.75,0.008054752
443,-0.005027454
443.25,0.002687104
443.5,0.001633007
443.75,-0.00406944
444,0.004127898
444.25,-0.002918282
444.5,-0.001169912
444.75,0.00341944
445,-0.000445752
445.25,-0.002351376
445.5,0.003548844
445.75,-0.004106173
446,0.001610124
446.25,-3.80914E-05
446.5,0.000389852
446.75,0.00048217
447,-0.001037176
447.25,0.000169731
447.5,0.00154782
447.75,-0.003073917
448,0.003239252
448.25,-0.001120119
448.5,-0.001686926
448.75,0.002156784
449,-0.002095848
449.25,0.001632303
449.5,-0.000626837
449.75,0.001031733
